Event #,Event Name,Brief Description,Event Start Date and Time,Event End Date and Time,Event Duration,Event Category,Track,Ribbon,Maximum Players for Event,Price,Company or Gaming Group,Game Master,Game Manufacturer,Game System and Edition,Rules Taught?,Materials Provided?,Tournament Style,Tournament Round,Minimum Age,Game Complexity,Experience
1602,Pocket Ops/Stroop/Unreal Estate,A spy v spy game of deduction and special powers.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,Grand Gamers Guild,Current,Yes,Yes,,,13+,Low,Beginner
868,Monster Mash,Monster gladiatorial combat. Slay or be slain.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,Miniature,,,16,2,Ottawa Red Shirts,,Home Grown,DDM with mods.,Yes,Yes,,,10+,Med,Beginner
1723,Bunny Kingdom Tournament,Expand your fief by just a hare in this multi-round tournament for Bunny Kingdom! The winner will receive a free copy of the game.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,16,2,,,IELLO USA LLC,"Bunny Kingdom, current",no,yes,Swiss,,10+,Low,Expert
1096,Settlers of Catan,An easy to learn and addictive game of empire building. New and experienced players are welcome. RogueJudges.org Generics Welcome,6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,6,2,Rogue Judges,Robert Hines,Mayfair,Settlers of Catan,Yes,Yes,,,13+,Med,Beginner
2560,Express,Play for fun or compete in the tournament. A fast-paced rummy style card game of train formation. Win to advances to the Finals on Friday at 6pm.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,8,2,Train Gamers Association,Trella Bromley,Mayfair Games,1st,No,Yes,Swiss,Round 1,10+,Low,Intermediate
8560,Pathfinder Adventure Card Guild: Season of Factions' Favor,"For years, factions within the Pathfinder Society championed their own agendas. Now, as a cast of the Society’s greatest foes returns, the factions band together to stop the villain’s foul plots.",6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Adventure Card Game: Mummy’s Mask Base Set,Yes,Yes,,,10+,Med,Beginner
8561,Pathfinder Adventure Card Guild: Season of Factions' Favor,"For years, factions within the Pathfinder Society championed their own agendas. Now, as a cast of the Society’s greatest foes returns, the factions band together to stop the villain’s foul plots.",6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Adventure Card Game: Mummy’s Mask Base Set,Yes,Yes,,,10+,Med,Beginner
8562,Pathfinder Adventure Card Guild: Season of Factions' Favor,"For years, factions within the Pathfinder Society championed their own agendas. Now, as a cast of the Society’s greatest foes returns, the factions band together to stop the villain’s foul plots.",6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Adventure Card Game: Mummy’s Mask Base Set,Yes,Yes,,,10+,Med,Beginner
8721,Pathfinder Society Academy,For youth ages 6-17. Learn the basics of tabletop roleplaying games using the Pathfinder system. Characters provided. Adult supervision required for under 16s.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 1st Edition,Yes,No,,,5+,Med,Beginner
8667,Pathfinder Playtest Demo (Level 1 characters provided),Come playtest the new evolution of the Pathfinder Roleplaying Game. Test your mettle against an evil priest and his vile minions! Characters provided.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 2nd Edition Playtest,Yes,No,,,10+,Med,Beginner
8668,Pathfinder Playtest Demo (Level 1 characters provided),Come playtest the new evolution of the Pathfinder Roleplaying Game. Test your mettle against an evil priest and his vile minions! Characters provided.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 2nd Edition Playtest,Yes,No,,,10+,Med,Beginner
8669,Pathfinder Playtest Demo (Level 1 characters provided),Come playtest the new evolution of the Pathfinder Roleplaying Game. Test your mettle against an evil priest and his vile minions! Characters provided.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 2nd Edition Playtest,Yes,No,,,10+,Med,Beginner
8670,Pathfinder Playtest Demo (Level 1 characters provided),Come playtest the new evolution of the Pathfinder Roleplaying Game. Test your mettle against an evil priest and his vile minions! Characters provided.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 2nd Edition Playtest,Yes,No,,,10+,Med,Beginner
8671,Pathfinder Playtest Demo (Level 1 characters provided),Come playtest the new evolution of the Pathfinder Roleplaying Game. Test your mettle against an evil priest and his vile minions! Characters provided.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 2nd Edition Playtest,Yes,No,,,10+,Med,Beginner
6943,Franchise,Rules Taught! Players are entrepreneurs looking to expand in this not yet released title from Queen Games.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,5,2,WVHGA,,Queen Games,,Yes,Yes,,,10+,Low,Beginner
885,Mutiny on the Sea Jay,Awesome piratey shipboard mayhem!,6/15/2018 15:00,6/15/2018 17:00,2 Hours,Miniature,,,6,2,Ottawa Red Shirts,,Red Shirt Games,,Yes,Yes,,,10+,Low,Beginner
5853,Learn to play Prowler's Passage,"In Prowler’s Passage, you and a competing thief will burrow into the city through a network of underground passages to grab valuable items while attempting to gain control of key districts.",6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,8,2,Renegade Game Studios,,Renegade Game Studios,1st edition,Yes,Yes,,,13+,Med,Beginner
1776,Felicity/Fuji Flush,"Collect the best cats, then flush your opponents with the best cards.",6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,5,2,Grand Gaming Academy,Grand Gaming Academy,Stronghold,Current,Yes,Yes,,,13+,Low,Beginner
1620,Joraku,Trick-taking meets area control in this fast-paced game based in Feudal Japan.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,TMG,Current,Yes,Yes,,,13+,Med,Beginner
1638,Colosseum,Produce great spectacles and attract the most spectators.,6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,TMG,Current,Yes,Yes,,,13+,Med,Beginner
499,Learn to Play - Beyond the Gates of Antares,"Beyond the Gates of Antares is a fast, fun science fiction miniatures game that uses small units. The mechanics are simple and clean as only a veteran game designer like Rick Priestly can create.",6/15/2018 15:00,6/15/2018 17:00,2 Hours,Miniature,,,4,2,SGG,SGG,Warlord Games,Beyond the Gates of Antares,Yes,Yes,,,10+,Med,Beginner
517,Learn to Play – Warlord Games’ Black Powder,"Fast playing rules that span the Revolutionary war, the Civil war, the Napoleonic period and the Zulu wars. With a wide range of excellent miniatures to allow armies. We teach the rules, tactics, game setup, and formations. All materials provided.",6/15/2018 15:00,6/15/2018 17:00,2 Hours,Miniature,,,4,2,SGG,SGG,Warlord Games,Black Powder,Yes,Yes,,,10+,Med,Beginner
6720,Stellar Leap,"Space exploration game for 1-5 players with worker placement, variable player powers, & a strategic twist on dice rolling in ~60 minutes. Earn prestige by completing missions, discovering new planets, increasing population, and fulfilling your hidden objective. Variable player powers and game-changing events mean that every game is as different as the planets in our galaxy! Supports Multiple Play Styles: Based on who is playing, Stellar Leap can be semi-cooperative, really aggressive, or somewhere in between and you can win by playing in any of those ways. Custom Game Length: Change the play time easily by increasing or decreasing the number of events to complete the game. Player Choice Matters: Choose your player power and hidden trait to help support your specific strategy, designate which planets and asteroids to place where they'll benefit you the most, and choose when the game ends by either causing events to trigger or avoiding them. AI Variants: Experience the galaxy of Stellar Leap against a variety of opponents on your own or add an AI to your two player games to simulate the three or four player game.",6/15/2018 15:00,6/15/2018 17:00,2 Hours,Tabletop,,,5,2,Weird Giraffe Games,Tony Miller,Weird Giraffe Games,,Yes,Yes,,,13+,Med,Beginner
7357,Learn to Play: Through the Breach,"Learn the rules, make a character, and run through a quick adventure in this exciting tabletop RPG that uses cards instead of dice.",6/15/2018 15:00,6/15/2018 17:00,2 Hours,RPG,,,5,2,Wyrd,,Wyrd,2nd,Yes,Yes,,,13+,Low,Beginner
1972,"Protect Yourself! Patents, Copyrights, and Trademarks for Game Designers","Tailored for game designers! Learn about patents, copyrights, & trademarks with 2 game aficionados & IP professionals who've educated on these topics at Origins for over 5 years. Q&A included.",6/15/2018 15:00,6/15/2018 17:00,2 Hours,Origins University,Game Designer,,50,2,"Wood, Herron & Evans LLP",David Fitzgerald,,,Yes,Yes,,,5+,Low,Beginner
8214,Munchkin the CCG - draft event featuring Blarg!,A draft event featuring the Desolation of Blarg booster pack,6/15/2018 15:00,6/15/2018 18:00,3 Hours,CCG/TCG,,,16,16,Steve Jackson Games,,Steve Jackson Games,,No,Yes,,,13+,Med,Intermediate
8494,Commander,Come play in our 3 round Commander event! All players receive 2 Prize Tickets each round with the winner each round receiving 2 more Prize Tickets,6/15/2018 15:00,6/15/2018 18:00,3 Hours,CCG/TCG,,,64,16,Pastimes,,Wizards of the Coast,,No,No,Swiss,Full tournament,5+,Med,Intermediate
5097,FASA Start Trek: Border Incursion,FASA Star Trek battle Klingons vs. Federation,6/15/2018 15:00,6/15/2018 18:00,3 Hours,Miniature,,,8,4,,Chris Norton,FASA,Star Trek: Starship Tactical Combat Simulator,Yes,Yes,,,13+,Low,Beginner
631,Black Water Gulch,Cinch up your shooting irons in the old west and mosey into a town full of your adversaries. Old west with a narrative that is fantastic. Crazy ways to end up on boot hill.,6/15/2018 15:00,6/15/2018 18:00,3 Hours,Miniature,,,6,4,SGG,SGG,Gang Fight Games,Black Water Gulch,Yes,Yes,,,10+,Med,Beginner
6512,Battlestations: Gigantic,Crew a starship on amazing adventures on these supersized boards!,6/15/2018 15:00,6/15/2018 18:00,3 Hours,Miniature,,,14,4,Broken Leg Gamers,Neal Sofge,Gorilla Games,Battlestations 2.0,Yes,Yes,,,13+,Med,Beginner
1124,Thunder Hamsters and the Temple of Cheese,The Thunder Hamsters have found the way to the fabled Temple of Cheese! An Engle Matrix Game so you make up the story as you go. Generics Welcome.,6/15/2018 15:00,6/15/2018 18:00,3 Hours,Tabletop,,,6,4,Rogue Judges,Chris Engle,Hamster Press,Engle Matrix Game,Yes,Yes,,,13+,Med,Beginner
2941,Dark Domains,Play with the designer! Pre-launch rollout of the upcoming Lab H board game where you build a colony and then turn it to evil to serve your Necromancer master.,6/15/2018 15:00,6/15/2018 18:00,3 Hours,Tabletop,,,5,4,Mr. B Games,William Baldwin,Mr. B/Lab H,1st Edition,Yes,Yes,,,13+,Med,Beginner
2692,Union Pacific Final,Welcome to the Union Pacific Tournament Finals.,6/15/2018 15:00,6/15/2018 18:00,3 Hours,Tabletop,,,8,4,Train Gamers Association,Trella Bromley,Rio Grande Games,1st,No,Yes,Swiss,Final,10+,Med,Intermediate
2439,Play The WitchBorn: Enter Perdition—Blend minis with RPG gaming,An airship crash scatters rare cargo. Recover it—but beware—the pilot is WitchBorn now. See why reviewer Robert Oren called Enter Perdition a top 10 game of 2017.,6/15/2018 15:00,6/15/2018 18:00,3 Hours,Miniature,,,6,4,The WitchBorn,,The WitchBorn Corporation,The WitchBorn Enter Perdition,Yes,Yes,,,13+,Low,Beginner
1547,Baker Street: Roleplaying in the World of Sherlock Holmes,Cyanide and Faded Petticoats,6/15/2018 15:00,6/15/2018 19:00,4 Hours,RPG,,,6,4,Fearlight Games,Aaron Lopez,Fearlight Games,Baker Street 1st Edition,Yes,Yes,,,17+,Low,Beginner
1548,Hood: Adventures in Sherwood,Adventure of the Death Knight,6/15/2018 15:00,6/15/2018 19:00,4 Hours,RPG,,,5,4,Fearlight Games,Alan Winterrowd,Fearlight Games,Hood: Swashbuckling Adventures in Sherwood,Yes,Yes,,,17+,Low,Beginner
6560,Terraforming Mars:Hellas,"Starting on the southern hemisphere around crater Hellas, the mega-corps race to transform mars for mankind's future. Many strategies to use while raising temperature, oxygen, and oxygen content.",6/15/2018 15:00,6/15/2018 19:00,4 Hours,Tabletop,,,5,4,Game Base 7,Dale Barnes,FryxGames,Terraforming Mars 1st Ed,Yes,Yes,,,13+,Med,Beginner
8406,Star Trek Borg Assimilation,"In Star Trek: Ascendancy the Federation, Klingons, Romulans, and Cardassians vie for galactic supremacy as they face the threat of the relentless Borg.",6/15/2018 15:00,6/15/2018 19:00,4 Hours,Tabletop,,,4,4,Gale Force Nine,,Gale Force Nine,,Yes,Yes,,,13+,Med,Beginner
3907,Black Orchestra WWII Kickstater Game,Black Orchestra is a cooperative historical game for 1-5 players who assume the roles of some of the real-life conspirators who sought to put an end to the Fuhrer’s reign. Designed by Philip DuBarry.,6/15/2018 15:00,6/15/2018 19:00,4 Hours,Tabletop,,,4,4,SmoreySwamp Axis & Allies Gamers,Greg Smorey,Game Salute,Black Orchestra,No,Yes,,,13+,Med,Intermediate
8140,The Expanse – Salvage Operation,"Salvage law says “finder’s keepers” out in the black, and your crew may have hit the jackpot by finding a derelict military-class craft out in the Belt. There’s nobody on board. Nobody alive, anyway.",6/15/2018 15:00,6/15/2018 19:00,4 Hours,RPG,,,6,4,Green Ronin Publishing - Freebooters,Corey Russell,Green Ronin Publishing,The Expanse RPG 1st edition,Yes,Yes,,,13+,Med,Beginner
5331,Atomic Sky: Waters Weeping,Your settlement's water supply is contanimated. You must find the source or your people will perish. Fallout-style Apocalypse for a d20 Modern hack of D&D 5E,6/15/2018 15:00,6/15/2018 19:00,4 Hours,RPG,,,5,4,Amorphous Blob Games,Shane Harsch,Legendsmiths,NOVA20,Yes,Yes,,,13+,Low,Beginner
2878,Wizards War,"In Wizard’s War, players harvest resources, construct buildings, and amass armies. The second phase has the players march to war against each other. The last wizard standing wins!",6/15/2018 15:00,6/15/2018 19:00,4 Hours,Tabletop,,,4,4,PR Creative,Nat Sanderson,PR Creative,Wizard's War,Yes,Yes,,,10+,Med,Beginner
5067,Hunting Grounds,"A group of thrill-seekers takes a safari trip to the jungles of Nigeria to hunt a rare trophy: a chimera, and impossible beast spawned by the Pontus. Will you win your prize, or forfeit your life?",6/15/2018 15:00,6/15/2018 19:00,4 Hours,RPG,,,6,4,,,Reliquary Game Studios,Clockwork: Dominion 1st Edition,Yes,Yes,,,13,Low,Beginner
5068,Incident Aboard the Egret,"A transatlantic flight for an unusual mix of travelers takes a sudden turn. Will you and your fellow passengers pursue your own ends, or stand together against the danger?",6/15/2018 15:00,6/15/2018 19:00,4 Hours,RPG,,,6,4,,,Reliquary Game Studios,Clockwork: Dominion 1st Edition,Yes,Yes,,,17,Low,Beginner
5237,"Faster Speeder, kill, kill!",You have answered the call to Death Race on a desolate planet at the edge of known space. Some race out of greed and some race for glory.,6/15/2018 15:00,6/15/2018 19:00,4 Hours,RPG,,,6,4,,DM Scotty,Runehammer Games,Index Card RPG,Yes,Yes,,,18+,Low,Beginner
3930,X-cape From L.A. [Part 2],"Continuation from Part I: After finding a new mutant, the X-Men find themselves against a cult bent on destroying the world.",6/15/2018 15:00,6/15/2018 19:00,4 Hours,RPG,,,8,4,,David Lauck,TSR,Marvel Super Heroes,Yes,Yes,,,17+,Low,Beginner
2753,"S3: Expedition to the Barrier Peaks, Part 2",Why have strange beasts appeared in the mountains of Geoff? Experience the middle of a classic Gary Gygax module during this session; playing in other sessions is not required. Pregens provided.,6/15/2018 15:00,6/15/2018 19:00,4 Hours,RPG,,,6,4,,Shawn Dry,TSR,1E AD&D,Yes,Yes,,,13+,Med,Beginner
5198,Warring Kingdoms,"The kingdoms of Nostria & Andergast, lie north of the Middenrealm The strife between the two realms has lasted two millennia, which is why all of Aventuria knows them as the Warring Kingdoms.",6/15/2018 15:00,6/15/2018 20:00,5 Hours,RPG,,,6,6,The Black Hand,,Ulisses Spiele,The Dark Eye 1st English,Yes,Yes,,,13+,Med,Beginner
7646,Origins Dungeon Crawl Monster,"Please check out our facebook group ""Chicago Regional LARP"" http://tinyurl.com/pl36om9 for more information.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,LARP,,,5,4,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,10+,Low,Beginner
1298,IELLO League,The IELLO League is a program that allows you to win promos just by playing our games (no winning required!).,6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,15,6,,,IELLO USA LLC,"IELLO, current",yes,yes,,,5+,Low,Beginner
1264,Giant King of Tokyo,"During the entire show, we'll have a super-jumbo King of Tokyo set up for you to play. Winner receives Rozy Pony promo character.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,6,6,,,IELLO USA LLC,"King of Tokyo, current",no,yes,,,5+,Low,Intermediate
7684,Escape Room 1,The king has been turned to stone. Can you save the kingdom?,6/15/2018 16:00,6/15/2018 17:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,13+,Low,Beginner
7712,Escape Room 1,The king has been turned to stone. Can you save the kingdom?,6/15/2018 16:00,6/15/2018 17:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,13+,Low,Beginner
7740,Escape Room 2,An innocent man sits on death row. Can you uncover the evidence that will save his life?,6/15/2018 16:00,6/15/2018 17:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,13+,Low,Beginner
7768,Escape Room 3,Our undercover agent needs help to save the city. Are you up to the task?,6/15/2018 16:00,6/15/2018 17:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,13+,Low,Beginner
7293,Tactical Laser Tag,"Can your team accomplish its mission before the opposing team? We will play a mix of objective based games using state of the art equipment, after a quick briefing and rules explanation.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Eclectics,,,12,12,Gaming Nomads,Gaming Nomads,Laser Tag Pro,Current,Yes,Yes,,,13+,Low,Beginner
6311,Myth Quest LIGHT!,"Can you defeat monsters, solve puzzles, & return triumphant before time runs out? A co-op non-contact fantasy LARP that blends real world locations with your imagination!",6/15/2018 16:00,6/15/2018 17:00,1 Hour,LARP,,,6,12,Myth Quest,,,,Yes,Yes,,,13+,Low,Beginner
7636,Origins Dungeon Crawl Adventurer,"Please check out our facebook group ""Chicago Regional LARP"" http://tinyurl.com/pl36om9 for more information.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,LARP,,,10,16,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,10+,Low,Beginner
7336,Virtual Reality Tactical Shooting Range,Experience our realistic virtual shooting range and see what score you can get in the time allotted. Highest scores win a prize.,6/15/2018 16:00,6/15/2018 17:00,1 Hour,Eclectics,,,4,16,Gaming Nomads,Nathanael Anderson,TacticalAR.net,Current,Yes,Yes,,,10+,Low,Beginner
7783,How to Draw a Skull,"Veteran game artist, Sam Flegal, will teach you how to draw a skull.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Origins University,Art College,,30,22,,,,,Yes,Yes,,,10+,Low,Beginner
7471,Gearworks,"Sudoku meets steampunk! You are a tinkerer in a workshop fixing a mysterious clockwork machine. Strategically position your gears, collect parts and build fantastical contraptions!",6/15/2018 16:00,6/14/2018 17:00,1 Hour,Tabletop,,,8,2,PieceKeeper Games,,PieceKeeper Games,Gearworks,Yes,Yes,,,10+,Low,Beginner
2465,Preview Call to Adventure,"Come be one of the first to play Call to Adventure, the upcoming release from Brotherwise Games.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,16,2,"Brotherwise Games, LLC",,"Brotherwise Games, LLC",Call to Adventure,Yes,Yes,,,13+,Med,Beginner
2071,Alpha Strike Academy,"Learn to play the newer, quick-play version of Battletech.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Miniature,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Battletech Alpha Strike,Yes,Yes,,,10+,Low,Beginner
2027,Battletech Bootcamp,"Learn (or relearn) to play. Perfect for new players, even those without miniature or tabletop experience.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Miniature,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Battletech Total Warfare,Yes,Yes,,,10+,Low,Beginner
1623,Fox in the Forest,Challenge a forest of foes in this 2-player trick-taker.,6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,Foxtrot,Current,Yes,Yes,,,13+,Med,Beginner
7827,GrogHeads Presents: Kids Wargaming - Commands & Colors Napoleonics,"Wargaming specifically for junior generals, battling for control of Europe in the Age of Gunpowder; gamers 7-14, please bring an adult with you",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,4,2,GrogHeads,Michelle Owczarski,GMT Games,,Yes,Yes,,,5+,Low,Beginner
6524,Daredevil,Risk life & limb in amazing death defying stunts. The daredevil who survives with the most points wins in this light & fast game.,6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,14,2,Broken Leg Gamers,,Gorilla Games,Daredevil 1.0,Yes,Yes,,,10+,Low,Beginner
6337,ROBOT RISE!,"Embrace your inner mad scientist! Take on a secret identity, build giant robots, deploy gadgets, escape disasters, and form temporary alliances to survive this fast-paced card game for 2-6 players.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,6,2,Happy Harpy Games,,Happy Harpy Games,,Yes,Yes,,,10+,Low,Beginner
949,Gamma Grunts: A Deck Smash Game,"You are a mad scientist with one goal: WORLD DOMINATION. There's only one problem, others are in your way. You will need to create a gang of Gamma Grunts to defeat your foes in this Deck Builder.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,8,2,Hiplein Industries,Josh Hipsher,Hiplein Industries,First Edition of Gamma Grunts: A Deck Smash Game,Yes,Yes,,,13+,Med,Beginner
3768,Smurt Battles,Smurf to the death! Pick your two Smurf team and battle it out in this one-hour version of the Smurf Wars game. Prizes. Simple rules (ages tween to adult).,6/15/2018 16:00,6/15/2018 17:00,1 Hour,Miniature,,,6,2,NCG,Jim Joyce,Home Brew,,Yes,Yes,,,13+,Low,Beginner
1713,King of Tokyo Tournament,Become the King of Tokyo! Participate in a multi-round tournament for a chance at being the ultimate King and winning a Rozy Pony character!,6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,24,2,,,IELLO USA LLC,"King of Tokyo, current",no,yes,Swiss,,10+,Low,Expert
6594,Kapow!,In the two player game KAPOW! you and your adversary go head to head in a classic comic book inspired clash of Good vs. Evil.  Each game last 25-30mins and features buildable action dice.,6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,4,2,L4 Studios,Keith Blume,L4 Studios,,Yes,Yes,,,10+,Low,Beginner
5774,Giant Monster Match,Think you're fast? Think you're faster than 35 other people? Prove it in the Tournament of Monster Match the screaming-fast game of catching donut-eating monsters. Prizes awarded,6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,36,2,North Star Games,Bruce Voge,North Star Games,1st Edition,Yes,Yes,,,5+,Low,Beginner
8919,Starfinder Society Quest Pack #1: Into the Unknown (Level 1 characters provided),"The Starfinder Society needs a team to investigate a distress beacon. Explore the future of science fantasy with five quests featuring urban brawls, frontier gunfights, starship combat, and more!",6/15/2018 16:00,6/15/2018 17:00,1 Hour,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Starfinder Roleplaying Game,Yes,No,,,10+,Med,Beginner
6897,PLAY TO WIN - Maharani,"PLAY TO WIN! Rules taught. Winner keeps the game! Blaze the trails west, populating cities with your pioneers.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,4,2,WVHGA,,Queen Games,,Yes,Yes,,,10+,Low,Beginner
6920,PLAY TO WIN - Metro,PLAY TO WIN! Rules taught. Winner keeps the game! Place rails and complete the longest routes for your trains to win the game.,6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,6,2,WVHGA,,Queen Games,,Yes,Yes,,,10+,Low,Beginner
5103,The Stonebound Saga,"The Stonebound Saga is a skirmish style card game that offers a variety of elements such as resource management, dice rolling, card positioning and tactical gameplay.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,6,2,Sky Kingdom Games,Eric Bittermann,Sky Kingdom Games,,Yes,Yes,,,13+,Med,Beginner
3973,All Wound Up,"It's boring when you're dead. So, you and your deceased friends have decided to have a little race around the graveyard....",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,4,2,Board Now,Anna Bort,Twilight Creations,,Yes,Yes,,,10+,Low,Beginner
3974,Camelot,"In Camelot, players vie for control of Excalibur. 2 turns are always going on so playing fast is a necessity.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Tabletop,,,6,2,Board Now,Paul Bort,Wingnut Games,,Yes,Yes,,,13+,Low,Beginner
7393,Learn to Play: Malifaux,"Learn the rules of Malifaux, a popular miniatures skirmish wargame! Malifaux uses a deck of cards instead of dice, and it offers deep and compelling gameplay.",6/15/2018 16:00,6/15/2018 17:00,1 Hour,Miniature,,,4,2,Wyrd,,Wyrd,2nd,Yes,Yes,,,13+,High,Beginner
5496,Rick and Morty: Close Rick-Counter of the Rick Kind DBG - Beginners,Rules will be taught. Take on the role of A RICK and show the Council of Ricks who's the boss.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,16,4,Cryptozoic Entertainment,,Cryptozoic Entertainment,Rick and Morty: Deck-Building Game,Yes,Yes,,,13+,Med,Beginner
5849,Tournament: Clank! In! Space!,"The evil Lord Eradikus has all but conquered the galaxy. You need to sneak aboard his ship, hack your way into its command module, and steal from him.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,16,4,Renegade Game Studios,,Renegade Game Studios,1st edition,Yes,Yes,Single Elimination,,13+,Med,Beginner
8268,OGRE with Line Editor Drew Metzger,"Play the classic wargame with Line Editor, Drew Metzger!",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,4,4,Steve Jackson Games,,Steve Jackson Games,,No,Yes,,,13+,Med,Intermediate
7979,MOON 1-1 Moonshae Treasure Hunt,"The Moonshae Isles, beautiful and dangerous, provide adventurers the opportunity to fight evil. 4 Mini-Adv for 1st&2nd Level, legal for D&D AL play. For more info head to www.baldmangames.com/origins/",6/15/2018 16:00,6/15/2018 18:00,2 Hours,RPG,,,18,4,Baldman Games LLC,Varies,Wizards of the Coast,Dungeons and Dragons 5E,Yes,Yes,,,10+,Med,Beginner
3088,Miniatures Painting – Flesh Tones,"This class is will focus on flesh tone highlights, shading and shadows. Miniatures, paint and brushes will be supplied, but people are encouraged to bring models you want to work with.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Origins University,Art College,Origins University,10,4,,Scott Frank,,,Yes,Yes,,,13,Med,Intermediate
6815,Pokemon VGC Premier Challenge,3DS tournaments using Pokemon UltraSun and UltraMoon! Prizes for top finishers in each age group.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Eclectics,,,64,6,The Pokemon Company International,A.J. Schumacher,Pokemon,"Pokemon Ultra Sun, or Ultra Moon",Yes,No,Swiss,,5+,Low,Beginner
5817,Kids on Bikes RPG,Kids on Bikes is a collaborative storytelling roleplaying game about small towns and big adventures! Take home a commemorative Kids on Bikes pin!,6/15/2018 16:00,6/15/2018 18:00,2 Hours,RPG,,,4,10,Renegade Game Studios,,Renegade Game Studios,1st edition,Yes,Yes,,,10+,Low,Beginner
